tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
2.0,0.0,1.0,-1.96,1.96,2.0,0.0,1.0,-1.96,1.96,EUR_USD,14,20,3,long,4
0.0,,,,,1.0,1.0,,,,EUR_USD,14,20,4,long,1
86.0,-0.06295715194530659,0.10345245248898247,-0.2657239588237122,0.13980965493309905,37.0,-0.05138872194722741,0.16285535264876735,-0.37058521313881143,0.26780776924435656,EUR_USD,14,25,1,long,123
40.0,-0.05602840060276608,0.15686190155237076,-0.36347772764541275,0.25142092643988057,18.0,-0.31896327405968744,0.2211682540924506,-0.7524530520808906,0.11452650396151576,EUR_USD,14,25,2,long,58
18.0,0.1111111111111111,0.24103384202072908,-0.36131521924951787,0.58353744147174,9.0,0.08987775270167761,0.34523777536911426,-0.5867882870217863,0.7665437924251416,EUR_USD,14,25,3,long,27
6.0,0.4879542776778081,0.3280149851184977,-0.15495509315444733,1.1308636485100636,3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,EUR_USD,14,25,4,long,9
253.0,-0.0016205487347675787,0.060232085271882285,-0.11967543586765686,0.1164343383981217,109.0,0.04743969927435253,0.09397011298312656,-0.13674172217257552,0.2316211207212806,EUR_USD,14,30,1,long,362
122.0,-0.06976078727788196,0.0878803085437332,-0.24200619202359902,0.1024846174678351,53.0,0.007701551180509057,0.13579123683810462,-0.25844927302217596,0.2738523753831941,EUR_USD,14,30,2,long,175
60.0,-0.013676665114948427,0.12631386110026965,-0.26125183287147696,0.2338985026415801,26.0,0.3350057704585817,0.1829086355965112,-0.023495155310580218,0.6935066962277436,EUR_USD,14,30,3,long,86
30.0,-0.06615356125467287,0.16969013470329167,-0.39874622527312453,0.2664391027637788,13.0,0.2943950668697788,0.2643714375102862,-0.22377295065038216,0.8125630843899397,EUR_USD,14,30,4,long,43
553.0,0.06445788337932928,0.040573216558606136,-0.015065621075538743,0.1439813878341973,237.0,0.014012032595720272,0.06378850080751096,-0.11101342898700121,0.13903749417844175,EUR_USD,14,35,1,long,790
268.0,0.069502470573774,0.058342336233237986,-0.04484850844337246,0.18385344959092045,116.0,0.005826267504896757,0.09167648230724548,-0.17385963781730437,0.1855121728270979,EUR_USD,14,35,2,long,384
140.0,0.11770592073870031,0.07999223230367013,-0.03907885457649313,0.27449069605389376,61.0,0.06082213167087089,0.12743627050020928,-0.1889529585095393,0.3105972218512811,EUR_USD,14,35,3,long,201
67.0,0.12034347145243605,0.11419188266016113,-0.10347261856147975,0.34415956146635185,29.0,0.20093571963128015,0.18187245256080545,-0.15553428738789854,0.5574057266504588,EUR_USD,14,35,4,long,96
32.0,0.07985030659406014,0.17675902822165387,-0.2665973887203814,0.42629800190850176,14.0,0.20787617373760478,0.2584517174931692,-0.29868919254900683,0.7144415400242164,EUR_USD,14,20,1,short,46
16.0,0.125,0.25617376914899,-0.37710058753202036,0.6271005875320204,7.0,-0.044710877977888926,0.3616104131130436,-0.7534672876794544,0.6640455317236764,EUR_USD,14,20,2,short,23
7.0,-0.027352909073934097,0.3789529317632333,-0.7701006553298714,0.7153948371820033,3.0,0.9084547895184182,0.09154521048158183,0.7290261769745178,1.0878834020623185,EUR_USD,14,20,3,short,10
3.0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,2.0,1.0,0.0,1.0,1.0,EUR_USD,14,20,4,short,5
108.0,-0.1277093855411939,0.0933180145435279,-0.3106126940465086,0.05519392296412076,47.0,0.18304312262456665,0.14019740382483417,-0.0917437888721083,0.45783003412124157,EUR_USD,14,25,1,short,155
58.0,-0.0751186508478294,0.12987540550122018,-0.32967444563022097,0.17943714393456214,26.0,-0.07763673963292562,0.18988243684099698,-0.44980631584127967,0.29453283657542845,EUR_USD,14,25,2,short,84
27.0,-0.1111111111111111,0.19490178206822872,-0.4931186039648394,0.2708963817426172,12.0,0.211157833753143,0.2756227493993356,-0.32906275506955485,0.7513784225758409,EUR_USD,14,25,3,short,39
10.0,0.2,0.3265986323710904,-0.4401333194473371,0.840133319447337,5.0,0.2,0.48989794855663565,-0.7601999791710059,1.1601999791710058,EUR_USD,14,25,4,short,15
